Variable,tau,beta,ci_lo,ci_hi
VPD,0.66,0.07147730177816203,0.051037203304048026,0.09321660932387062
VPD,0.67,0.07358774538003886,0.05387349375703956,0.0977230900801275
VPD,0.68,0.07301686649839895,0.052341948067121155,0.10315023502085363
VPD,0.6900000000000001,0.07074029722962451,0.050960084825997745,0.1103227864346439
VPD,0.7000000000000001,0.07354106077585257,0.04965157937753913,0.11359168080220267
VPD,0.71,0.07863059199455005,0.0468311394740471,0.1172604865234196
VPD,0.72,0.07840161314413757,0.045675610495559196,0.11871204749620012
VPD,0.73,0.07735749772555947,0.049173535097186194,0.12245795580470344
VPD,0.74,0.08289047688054588,0.05351841171306337,0.12581092999577606
VPD,0.75,0.08702553283158868,0.05419271446717969,0.13172789194282897
VPD,0.76,0.08785813059164178,0.0514185139903699,0.1386223762995882
VPD,0.77,0.09421574553490007,0.05161521123539971,0.14259744765440818
VPD,0.78,0.10358682051932885,0.05705020519832266,0.1514412467740296
VPD,0.79,0.11244237692556891,0.0659952504908264,0.15402927955393172
VPD,0.8,0.11193699888196909,0.07471765064440308,0.15743338296214116
VPD,0.81,0.1148554963924968,0.08008500225177473,0.1564460981441359
VPD,0.8200000000000001,0.1256195068225087,0.08478371719123627,0.1565104486031848
VPD,0.8300000000000001,0.13234720070252112,0.08702682541420666,0.15302002824945332
VPD,0.84,0.13399863379297525,0.09104685243859627,0.1571629719450763
VPD,0.85,0.13283496315376253,0.0943416870151867,0.162149180176022
VPD,0.86,0.12670428459373562,0.10198347287430162,0.16410603414190927
VPD,0.87,0.12477623415974358,0.1032673796158029,0.16276448567798174
VPD,0.88,0.13012984154950888,0.09897119790556794,0.16004908291585535
VPD,0.89,0.13079976219283282,0.09898697898227478,0.16530989456103176
VPD,0.9,0.12746625874574966,0.09438577543407392,0.16409099412050734
VPD,0.91,0.12765840184096408,0.09141584046534647,0.1685483643930187
VPD,0.92,0.11973481249904439,0.08416950338305279,0.17479167539535304
VPD,0.93,0.11308541369995549,0.08216705017943265,0.1793878918079945
VPD,0.9400000000000001,0.1277954789963249,0.07948608879683355,0.18736617485895998
VPD,0.9500000000000001,0.1445085569116355,0.07271871755785111,0.1777302955155348
VPD,0.96,0.15026626622361,0.07212716514792311,0.18752848666742422
VPD,0.97,0.13306428685245839,0.08945575981660497,0.1761355402511604
VPD,0.98,0.11789590396723917,0.0813395446157682,0.1593959031059443
VPD,0.99,0.13636224878950792,0.05698323016302543,0.18393468068245952
Wind,0.01,-0.00030986518867762955,-0.0035276728382244546,0.004116417524178231
Wind,0.02,0.0007271968874409472,-0.0030852276355936895,0.008016687078901576
Wind,0.03,0.000889894375535527,-0.003968109710888372,0.010136081765969135
Wind,0.04,0.00414011521493969,-0.0037939006677344023,0.013477004174196098
Wind,0.05,0.006837739715477423,-0.0017019527808918497,0.01743230423421966
Wind,0.06,0.009712756827164127,7.603878340260943e-06,0.019929251029161665
Wind,0.07,0.013644535785982303,0.0023151071419635514,0.025015279704709566
Wind,0.08,0.012311257775189826,0.004523584575154055,0.027958755534789544
Wind,0.09,0.015125088268768482,0.0070388819269737645,0.03346019278498305
Wind,0.1,0.02025053815927572,0.007757132973446471,0.033519707363987974
Wind,0.11,0.024935150992676174,0.007991721021695831,0.03483920829402325
Wind,0.12,0.02701297574435024,0.009775668158136672,0.03462162593916065
Wind,0.13,0.02708404891918577,0.015092481133996562,0.037368130379546116
Wind,0.14,0.02764493329542544,0.01566017619106454,0.03906596033937903
Wind,0.15,0.027211492916049518,0.015181052416470792,0.03972845570872161
Wind,0.16,0.027786053745122597,0.015262161267826235,0.04037322556766754
Wind,0.17,0.027553125047341715,0.014842336734293051,0.0409233918401541
Wind,0.18,0.028009466654253024,0.013867054348954347,0.041774653309983034
Wind,0.19,0.027775209291837556,0.01487807694428417,0.04375841777978248
Wind,0.2,0.031009540236045012,0.01597781088820225,0.0448187227952815
Wind,0.21,0.0351865665477232,0.017487983717570717,0.047453890208458714
Wind,0.22,0.035057948609963245,0.018652854285432247,0.04871078823562651
Wind,0.23,0.03390073149301076,0.018596270549906934,0.05074940072409836
Wind,0.24,0.034733309525509355,0.020549611630107566,0.050610503294036824
Wind,0.25,0.03484426459036966,0.020447309161398093,0.050410877009757375
Wind,0.26,0.03548169504227089,0.01974337519830415,0.051089079208720585
Wind,0.27,0.03494886518459613,0.019807825987798088,0.05274555722220708
Wind,0.28,0.034971972007275184,0.021473988297817475,0.05359696298920762
Wind,0.29,0.0378656566968196,0.021190227415600477,0.05396071097565652
Wind,0.3,0.03792533219331591,0.021919358466433635,0.05417819676396165
Wind,0.31,0.0377793159286108,0.02329824268082183,0.054139608120303
Wind,0.32,0.039675376618512635,0.024830047440785135,0.05667714372808524
Wind,0.33,0.03939988970934897,0.02410606967288577,0.05926803899686765
Wind,0.34,0.04240958145769,0.023034704533667863,0.06109905447040997
Wind,0.35000000000000003,0.04146424603927179,0.021200887660462797,0.0639921318482212
Wind,0.36,0.04023120565072684,0.021113585958139686,0.06417394184378401
Wind,0.37,0.040678933925333824,0.02077706180081662,0.06477706338309361
Wind,0.38,0.04460479280446041,0.02005082619047278,0.06757010218121082
Wind,0.39,0.04381201553744982,0.022909146692222805,0.0693248745045677
Wind,0.4,0.04577616067544062,0.023707679143705262,0.07270766593764746
Wind,0.41000000000000003,0.04514835752629905,0.023365522194144048,0.07623580309233398
Wind,0.42,0.04936201095622506,0.021252957762178375,0.08102823641144521
Wind,0.43,0.04835277084113699,0.02193126854035285,0.08438181360223947
Wind,0.44,0.0535899756788347,0.02389601162148912,0.08565678439552118
Wind,0.45,0.0575045596400601,0.02528271356432189,0.08932840437974464
Wind,0.46,0.060735850422266924,0.026824596483273688,0.09657883215745663
Wind,0.47000000000000003,0.06356250645651638,0.02811203818885814,0.09908872135448892
Wind,0.48,0.06751514497864493,0.03257317730902188,0.10361887229549224
Wind,0.49,0.07016230367802698,0.036495990355875974,0.10422469910341746
Wind,0.5,0.07437331459296835,0.03851605484278507,0.10224673099003989
Wind,0.51,0.07871684284927515,0.04016727130670516,0.10178678116540527
Wind,0.52,0.07575197104276421,0.045099515846371854,0.1012372699275996
Wind,0.53,0.07509694500016648,0.05015192657898133,0.10432465437414454
Wind,0.54,0.07864969762968035,0.0502064615025125,0.10695913817424413
Wind,0.55,0.07907905449590895,0.053856898388796315,0.10943863499245467
Wind,0.56,0.07618254904770246,0.05154787164257711,0.10978578949710671
Wind,0.5700000000000001,0.07652346933597001,0.0531654589209522,0.1105892569283251
Wind,0.58,0.07801199882445402,0.05084887411514233,0.11072131898510836
Wind,0.59,0.07641529542440971,0.049867176190517365,0.11266447143826774
Wind,0.6,0.07988890212491234,0.04886819353921375,0.11489832315488947
Wind,0.61,0.08153188335372968,0.048380896824399514,0.117518991429588
Wind,0.62,0.08779838231590073,0.047149800512265305,0.11689166290805572
Wind,0.63,0.08808510729681118,0.047779037357044335,0.1166788462455608
Wind,0.64,0.08666747586156148,0.04771212466668077,0.1178222076770132
Wind,0.65,0.08501822594130251,0.05106019489031558,0.12127656116089422
Wind,0.66,0.0852841082410593,0.05263867637473211,0.11912277062681229
Wind,0.67,0.08907230659667961,0.05604748066001429,0.11647257649080422
Wind,0.68,0.09093908518753312,0.057856865138601374,0.11585549967490862
Wind,0.6900000000000001,0.0873673081876283,0.05702260614615069,0.11422246839372897
Wind,0.7000000000000001,0.0862096705693832,0.05683226109962417,0.1159269215671648
Wind,0.71,0.08332743159196844,0.05496156631076582,0.11721014230304735
Wind,0.72,0.08063795890650263,0.05227335102760895,0.11732530182037279
Wind,0.73,0.07683126894963974,0.052327984955945525,0.11968665327831844
Wind,0.74,0.08130853910601428,0.04782178753908913,0.12093598431744694
Wind,0.75,0.08675165821698665,0.044393551061832806,0.1263793848682211
Wind,0.76,0.08494993199468395,0.04299000205253545,0.12984099419648273
Wind,0.77,0.08635865386600874,0.04680997173913959,0.1349097507358314
Wind,0.78,0.0855623305809158,0.047508330536352276,0.13341092070001703
Wind,0.79,0.08021098071363848,0.04743225711078509,0.13344332622938157
Wind,0.8,0.08864163765984796,0.05118240399262938,0.13465136857693988
Wind,0.81,0.08625176775908916,0.051234514913869864,0.13236621817786465
Wind,0.8200000000000001,0.09378304560641126,0.048798469090957995,0.13464322183930114
Wind,0.8300000000000001,0.09206573380996763,0.04728646237609373,0.14686936999983494
Wind,0.84,0.10145941703630137,0.04255007103550781,0.14824912761760967
Wind,0.85,0.10054867413781543,0.034298986273149215,0.14772793710996757
Wind,0.86,0.10399005355810732,0.039706058316722484,0.14583214073659614
Wind,0.87,0.09834979237515704,0.041128315111205356,0.145800132062814
Wind,0.88,0.0960901192690155,0.03695430070704651,0.1470400800146186
Wind,0.89,0.0965186771876535,0.042778769490164605,0.15121555951188087
Wind,0.9,0.0920576699771404,0.03994714957563798,0.16100634234015498
Wind,0.91,0.12067578668093554,0.04118623172011234,0.1636827507444071
Wind,0.92,0.11798022287722593,0.04809674942947053,0.16079726293739272
Wind,0.93,0.11017037235921097,0.059656586144615414,0.15360499508000428
Wind,0.9400000000000001,0.1016325748763183,0.05326497533491064,0.17262802097317703
Wind,0.9500000000000001,0.08842208107941764,0.04328278972029302,0.17546087715537825
Wind,0.96,0.10480135772158546,0.03856092968660735,0.17588031825071734
Wind,0.97,0.11376088645979682,0.04527009109138269,0.1649640774398551
Wind,0.98,0.1314538452296436,0.03945883269838125,0.19641089417628668
Wind,0.99,0.09674396779039378,0.02003606823070175,0.14638961681233073
Dryness,0.01,0.0162405237406382,0.008754343462749146,0.03333983026051286
Dryness,0.02,0.02613177122200721,0.016234873134475566,0.04031197920662808
Dryness,0.03,0.025827383889214236,0.013722441269661169,0.044045902790805405
Dryness,0.04,0.02911085998689484,0.012102418385248274,0.051048241345787684
Dryness,0.05,0.035340904911590545,0.007300522315857541,0.05758516831819296
Dryness,0.06,0.03765124679529582,0.011076077011351116,0.05941094837095608
Dryness,0.07,0.04430376619357601,0.011403637370544478,0.06072684933024099
Dryness,0.08,0.03332469600682653,0.012200095464987999,0.06010911888931185
Dryness,0.09,0.03610105946412327,0.012197957947170834,0.0608206875324031
Dryness,0.1,0.036170850473447404,0.008493856730569597,0.0643923851500919
Dryness,0.11,0.03820782325015708,0.007109501321961291,0.07781413440502823
Dryness,0.12,0.0421377591546784,0.010285297086402374,0.08138566089365745
Dryness,0.13,0.05197076020735485,0.009977658809911426,0.08311940413171102
Dryness,0.14,0.047921158218930275,0.009197151137329676,0.08876381366866629
Dryness,0.15,0.052365460534887436,0.006595493999247687,0.09521798206837274
Dryness,0.16,0.0447988682524964,0.007431474926902453,0.09594099366343296
Dryness,0.17,0.05640965786083714,0.004923580342611882,0.09678953818221278
Dryness,0.18,0.05117238273703061,0.005293228622462072,0.10045048933475827
Dryness,0.19,0.05240184101333003,0.00820805033187275,0.10071776543321877
Dryness,0.2,0.055715901829490246,0.0062254547919690165,0.10077954184146463
Dryness,0.21,0.05720848982472523,0.002360979923189859,0.10218079057312932
Dryness,0.22,0.05848414087522859,0.002630708722284165,0.10403479511714459
Dryness,0.23,0.058685614280883855,0.0032369319892203937,0.10729256395267067
Dryness,0.24,0.05551388994511519,0.010254637281958995,0.10873993395815981
Dryness,0.25,0.06260820872983003,0.006507798678554773,0.10724951727408046
Dryness,0.26,0.057608009670268925,0.0063599919361535355,0.10419965080447607
Dryness,0.27,0.055499161695711625,0.008298043127604286,0.10454440640390388
Dryness,0.28,0.0550489768509607,0.007208248477678763,0.1164608861527108
Dryness,0.29,0.061300268199476364,0.0058142224231625215,0.13950697115206304
Dryness,0.3,0.06885851965428853,0.0009460393159169976,0.14519004413854408
Dryness,0.31,0.08943012626906624,0.0012723325855978922,0.14786233810203836
Dryness,0.32,0.10481832874645339,0.015793038592405016,0.15171305298987073
Dryness,0.33,0.10225963202023004,0.032541540875925014,0.15231026874547013
Dryness,0.34,0.10120715136840049,0.03932854876941295,0.15173468223091283
Dryness,0.35000000000000003,0.10437105014881048,0.0431615277416971,0.15513252779680403
Dryness,0.36,0.10979340932069717,0.04216178704944943,0.1612860960202505
Dryness,0.37,0.10705077723045216,0.04577648772748469,0.16482703353903047
Dryness,0.38,0.10339963227647814,0.05402624515340277,0.1674865869245454
Dryness,0.39,0.11544359110631706,0.052019011075129705,0.17686388235757997
Dryness,0.4,0.11192401780180698,0.05381147115052895,0.18497057307796025
Dryness,0.41000000000000003,0.11154408273000943,0.05345764117927128,0.18689821831253775
Dryness,0.42,0.11872331800442011,0.05036722835537356,0.20673646309668564
Dryness,0.43,0.12083407030818709,0.04558259709039056,0.2144119622777602
Dryness,0.44,0.1176096805091025,0.04739167222426425,0.21569003755913355
Dryness,0.45,0.1425933725276972,0.05136357623566679,0.2254050136806212
Dryness,0.46,0.13659516081949108,0.05120884468636401,0.24114261878490972
Dryness,0.47000000000000003,0.13140792594043565,0.05776281121896507,0.2662522153979675
Dryness,0.48,0.13670355747864135,0.06030394806885871,0.27732270470302217
Dryness,0.49,0.1627676282046022,0.060399358837939905,0.28256620189688203
Dryness,0.5,0.20566108786291726,0.062176334957405016,0.29592974009422124
Dryness,0.51,0.21828679228021716,0.06464821269912725,0.31037443852347296
Dryness,0.52,0.22059535726922241,0.08045720704920281,0.3204666623063694
Dryness,0.53,0.22885117818318915,0.10930650557686858,0.32809866074439664
Dryness,0.54,0.24019701332842358,0.11565385111948706,0.33767165183346143
Dryness,0.55,0.23590774867995912,0.1324192438892205,0.33516456664784433
Dryness,0.56,0.23530657913816255,0.14443142004598003,0.3354951698635159
Dryness,0.5700000000000001,0.24037027813243778,0.15669685160050606,0.34891676833522206
Dryness,0.58,0.24743452152193562,0.15946978448571697,0.35779267626618044
Dryness,0.59,0.25613866034553945,0.15086286101172935,0.3693153920480786
Dryness,0.6,0.2657467611960189,0.15101012465944846,0.36743047989137223
Dryness,0.61,0.26540696853922063,0.157453516189742,0.36923033487051865
Dryness,0.62,0.2591032787042724,0.16368297879708463,0.38344650152620563
Dryness,0.63,0.25560954045917683,0.1776886554360711,0.3750490249555014
Dryness,0.64,0.2775538377864534,0.18026242999825043,0.37473040741271146
Dryness,0.65,0.28915925986521546,0.1799104566143118,0.3868836291035975
Dryness,0.66,0.2846744443382747,0.18428452000026477,0.3931815275637579
Dryness,0.67,0.2851905780985325,0.17234201263892535,0.40158408792802874
Dryness,0.68,0.2684427828584334,0.1820244638424075,0.4068180980169465
Dryness,0.6900000000000001,0.28887367691326155,0.17900513798202589,0.41191227427482047
Dryness,0.7000000000000001,0.29435603579289,0.1767850793601602,0.42598200879944065
Dryness,0.71,0.28020992000906514,0.1826290590854599,0.4302306065680737
Dryness,0.72,0.28914224980197123,0.18256863911892304,0.4409950400651781
Dryness,0.73,0.31748449030475645,0.17207855876325354,0.44925793348567994
Dryness,0.74,0.3254263407038577,0.15803290469857517,0.47112227433085246
Dryness,0.75,0.33394583713584153,0.15324794728680433,0.4795183195940128
Dryness,0.76,0.3230542328771076,0.15896565436801002,0.4769857496451756
Dryness,0.77,0.32989228809277227,0.17884325569725498,0.4814329185576514
Dryness,0.78,0.3239763190539426,0.19133521718106897,0.5143288579551114
Dryness,0.79,0.3459110871713347,0.2060845317491139,0.52418781332095
Dryness,0.8,0.40536762324249387,0.21522546586435704,0.5358315543947272
Dryness,0.81,0.40976364838853685,0.22862520490688643,0.5950045720264965
Dryness,0.8200000000000001,0.44884575229966783,0.2715458099499598,0.6040900956706655
Dryness,0.8300000000000001,0.4940507766628213,0.2904785921782399,0.6163403452652876
Dryness,0.84,0.49117105584507487,0.31223795834254386,0.6612380861012356
Dryness,0.85,0.48554232350390475,0.3182306995770419,0.666276135446954
Dryness,0.86,0.46371629357727057,0.31918459068244165,0.6441319863701839
Dryness,0.87,0.5003056569590942,0.3122614963677896,0.6525743529520812
Dryness,0.88,0.49985097932528477,0.3267045328457071,0.6548024666159
Dryness,0.89,0.5172212496896805,0.33850311276612643,0.6594430350618968
Dryness,0.9,0.5299208556646867,0.3250624497339237,0.6628568366368833
Dryness,0.91,0.5384445406254745,0.3182495112785602,0.6710672606471721
Dryness,0.92,0.5340642260932154,0.30436551897173253,0.6727141893807608
Dryness,0.93,0.4608324893235316,0.33558214359948585,0.7197771859351774
Dryness,0.9400000000000001,0.4851796424770261,0.313638233468052,0.6931265361901375
Dryness,0.9500000000000001,0.548492619500393,0.2962609834211586,0.6623311840670727
Dryness,0.96,0.46149173356643713,0.2852660786898848,0.6986982995650407
Dryness,0.97,0.5179841575196836,0.24742454853596432,0.7480827856143315
Dryness,0.98,0.5820986451130644,0.21616346559779206,0.7508763384989676
Dryness,0.99,0.5289952128754977,0.2195127906843516,0.9371796086661908
EFW,0.01,0.0006578331417549781,-0.003808105919436744,0.015224391754375975
EFW,0.02,0.007653930646413606,-0.002604537431576237,0.029130096213644246
EFW,0.03,0.016979938994216074,-0.0036775753585301875,0.03492365579857785
EFW,0.04,0.021701284955911015,-0.002589745196950908,0.045414918388609546
EFW,0.05,0.028569005495440194,-0.0008496206306052122,0.054505285199797304
EFW,0.06,0.030152343980891814,0.008811041712082067,0.05678386787055297
EFW,0.07,0.029120930187913407,0.015059353231647596,0.061735883095879726
EFW,0.08,0.04540229051553544,0.016177458110432745,0.06378806138659508
EFW,0.09,0.04448607869991842,0.020784195278718397,0.0742443162125966
EFW,0.1,0.04268442227461044,0.021595126486943055,0.07608332093377858
EFW,0.11,0.05143470463278291,0.023283200578759246,0.07770940128774147
EFW,0.12,0.05276599130254208,0.02895121440997758,0.07681983521565997
EFW,0.13,0.060328602107936107,0.03076658177767543,0.0767455979528487
EFW,0.14,0.06036484911795785,0.028383371825485077,0.08556836517313318
EFW,0.15,0.06427495018775072,0.03053191746873041,0.08785126360209465
EFW,0.16,0.061189196741698676,0.03391155798910968,0.09056298608734127
EFW,0.17,0.06662919331595497,0.036985556113112036,0.09656893908708476
EFW,0.18,0.06503117616497756,0.036143436384528084,0.09919771585579876
EFW,0.19,0.06827616416574923,0.0347008694568074,0.09856471993689614
EFW,0.2,0.06997412141043292,0.043666199590683505,0.09874010972384065
EFW,0.21,0.06696903063590884,0.04730398587869646,0.10209708651824799
EFW,0.22,0.07244595275987606,0.048843574437508724,0.11692623282835515
EFW,0.23,0.07275763386146325,0.05107779423482239,0.12171674549696064
EFW,0.24,0.07527693375348878,0.05214273429242699,0.12474560476553495
EFW,0.25,0.07954256935327665,0.0508088817886442,0.12386186037178862
EFW,0.26,0.08673559786216176,0.04933696378628693,0.12344738381412064
EFW,0.27,0.08691490570804587,0.047915088497464585,0.12596457156111932
EFW,0.28,0.08955389874709788,0.04753914853420106,0.13428663111841854
EFW,0.29,0.09474793396786411,0.05327775696422734,0.140841941916047
EFW,0.3,0.09647076436680367,0.056784819992942985,0.1439044320765357
EFW,0.31,0.10763982986981667,0.06324481725762711,0.15280921870226688
EFW,0.32,0.10756505093892661,0.06735227495289982,0.16073482413624904
EFW,0.33,0.10926996738174867,0.07045772261556557,0.16460877618353717
EFW,0.34,0.1106601639911256,0.07041194745458158,0.1688840269130234
EFW,0.35000000000000003,0.11110424899917078,0.06994289596977535,0.17086866552989893
EFW,0.36,0.11269826572361977,0.07038986368854093,0.17989231634313044
EFW,0.37,0.11473924275625645,0.07426943924138964,0.1975300171355414
EFW,0.38,0.11978299570021675,0.07539639877821247,0.20049203159330292
EFW,0.39,0.1319023563432129,0.07868353768109361,0.20439633447813393
EFW,0.4,0.14011266701479577,0.08126138986853407,0.21004873860985815
EFW,0.41000000000000003,0.1381779573302901,0.08301147814863698,0.21355290227412396
EFW,0.42,0.14237516123753968,0.08101617425422909,0.2212524652889804
EFW,0.43,0.16214784516047057,0.08142622335639763,0.22258679261994196
EFW,0.44,0.16894961109531323,0.0901605002951208,0.22727422350581605
EFW,0.45,0.17158479483133934,0.10379191931557583,0.2403400121446747
EFW,0.46,0.172986029807279,0.10813596507119239,0.24460670897175016
EFW,0.47000000000000003,0.17687666242706726,0.10860468230153801,0.25313886744854885
EFW,0.48,0.17613908937486025,0.11455719317730208,0.27197938437692487
EFW,0.49,0.18266355633788062,0.11447573781656516,0.28466228998491244
EFW,0.5,0.19497782242692943,0.11792413579456408,0.28846356536873535
EFW,0.51,0.1940720850553239,0.12474663653176318,0.2958809765069369
EFW,0.52,0.20016437832704656,0.12924159164692467,0.2963919694910732
EFW,0.53,0.21454350039702746,0.12582742081337675,0.30000202294553807
EFW,0.54,0.2310248522195573,0.13626418503923748,0.3033225895033581
EFW,0.55,0.23328033017525507,0.13798572985648253,0.3065423128258038
EFW,0.56,0.24433120653680263,0.15204677466075003,0.3102401099043843
EFW,0.5700000000000001,0.25681224652207285,0.15512552414737216,0.3159480118484268
EFW,0.58,0.2534595542733738,0.16391082545797256,0.32299862505360655
EFW,0.59,0.25753659015349767,0.16935660620106827,0.329707611456394
EFW,0.6,0.25946216393544697,0.17987693546900846,0.33155206013613714
EFW,0.61,0.25541316142280907,0.18386830743617646,0.3329184624200791
EFW,0.62,0.25440580147944025,0.1849203610527508,0.3381871222590808
EFW,0.63,0.2521322818087546,0.1849109310587158,0.34729253329827614
EFW,0.64,0.2609146461844177,0.18429060710075423,0.34863628098486227
EFW,0.65,0.2542139743953419,0.180453097140564,0.3535119374871938
EFW,0.66,0.283241910180153,0.18446386199605372,0.3615880407808039
EFW,0.67,0.2801753629921885,0.18866010574766034,0.3644072146415661
EFW,0.68,0.2754897723302524,0.1927357887567942,0.37114502046163456
EFW,0.6900000000000001,0.2774575474800447,0.19481514585836054,0.3710375985063956
EFW,0.7000000000000001,0.2852744900295165,0.20038643948877685,0.3715863846288227
EFW,0.71,0.2828338744436583,0.204943033519667,0.3879768247873855
EFW,0.72,0.30080145806942465,0.2050689020590392,0.39044772266171346
EFW,0.73,0.3188209070760372,0.21111521668803004,0.3843131479529741
EFW,0.74,0.3156458814558671,0.21380981646322328,0.3820922064566032
EFW,0.75,0.31272786857565066,0.21288453704931476,0.3843953553514878
EFW,0.76,0.31232306845900054,0.22702333777162062,0.3896096322876442
EFW,0.77,0.3196599567679335,0.22568015257188867,0.3908862212873232
EFW,0.78,0.3130895092251846,0.22503502212164123,0.39294186211748133
EFW,0.79,0.31962555166087747,0.23175980389703127,0.3899167366548537
EFW,0.8,0.3141252501829236,0.23464042390355114,0.3901035759209289
EFW,0.81,0.3261318487210893,0.24949214262594507,0.3880060473789263
EFW,0.8200000000000001,0.3238173041999375,0.26226662101964093,0.3907562901947552
EFW,0.8300000000000001,0.3189185549478931,0.2574668772273759,0.41094200737180336
EFW,0.84,0.32245841251420526,0.2512456819851952,0.40826494273770964
EFW,0.85,0.3265028481634854,0.24166800946890285,0.40728307419006854
EFW,0.86,0.3466929090218438,0.2320912789632924,0.43401905207986385
EFW,0.87,0.3344265232356824,0.2306064038383036,0.4295460072660482
EFW,0.88,0.3443411631251322,0.24084080060708266,0.41735614374110935
EFW,0.89,0.3325062338837341,0.24578493775414006,0.41059856079260804
EFW,0.9,0.3220617351683863,0.24373216314188167,0.39685929897387934
EFW,0.91,0.3022101640149478,0.24248526577310986,0.37979620979709244
EFW,0.92,0.28584588910102654,0.24423215786489946,0.38490788848526597
