Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,State,Lat,Lon,SPEI3,VPD_exp_7,Wind_exp_7,CE_AND_7,CE_OR_7,CE_days_7,VPD_exp_14,Wind_exp_14,CE_AND_14,CE_OR_14,CE_days_14,VPD_exp_21,Wind_exp_21,CE_AND_21,CE_OR_21,CE_days_21,VPD_exp_30,Wind_exp_30,CE_AND_30,CE_OR_30,CE_days_30,Drought,PCE_VPD,PCE_Wind,SPEI12_deficit,VPD_exp_7_binary,Wind_exp_7_binary,CE_AND_7_binary,VPD_exp_7_t0,Wind_exp_7_t0,CE_AND_7_t0,VPD_exp_7_t00,Wind_exp_7_t00,CE_AND_7_t00,VPD_exp_7_t05,Wind_exp_7_t05,CE_AND_7_t05,VPD_exp_7_t10,Wind_exp_7_t10,CE_AND_7_t10,VPD_exp_7_t15,Wind_exp_7_t15,CE_AND_7_t15,VPD_exp_7_t20,Wind_exp_7_t20,CE_AND_7_t20
OR4490111693120060723,,FOSTER GULCH,Wildfire,14962,MTBS,Initial,52496,44.901,-116.931,2006-07-23,504202920040730,504202920060805,,26,-9999,-970,-150,95,350,600,dNBR provides most accurate perimeter.,OR,44.901,-116.931,-0.7821875810623169,4.598525881767273,0.7327654361724854,0.367056644040011,5.331291317939758,1.0,4.598525881767273,1.1526048183441162,0.367056644040011,5.751130700111389,1.0,5.193774223327637,1.3041821718215942,0.367056644040011,6.497956395149231,1.0,6.128660321235657,1.3041821718215942,0.367056644040011,7.432842493057251,1.0,0.0,0.0,0.0,0.0,1,1,1,11.598525881767271,2.955765426158905,3.8299055574069367,11.598525881767273,2.955765426158905,3.8299055574069367,8.098525881767273,1.2337542176246643,0.951636192523005,4.598525881767273,0.7327654361724854,0.36705664404001104,1.626132845878601,0.23276543617248535,0.0,0.30138635635375977,0.0,0.0
OR4418511727020060810,,MUD SPRINGS,Wildfire,14963,MTBS,Initial,17717,44.188,-117.278,2006-08-10,504202920050919,504202920060922,,5,0,-970,-150,60,310,9999,Majority of fire follows geological   manmade boundaries.  Mask area is agland.,OR,44.188,-117.278,-1.019136905670166,0.0,1.7356889247894287,0.0,1.7356889247894287,0.0,0.6108547449111938,2.0490827560424805,0.0,2.6599375009536743,0.0,1.0366172790527344,3.0428128242492676,0.0,4.079430103302002,0.0,2.9476693868637085,3.0428128242492676,0.0,5.990482211112976,0.0,0.019136905670166,0.0,0.1822517907359134,0.0116725247353315,0,1,0,0.777495801448822,4.117121502757072,0.0,0.777495801448822,4.1171215027570724,0.0,0.277495801448822,2.7356889247894287,0.0,0.0,1.7356889247894287,0.0,0.0,0.9014718532562256,0.0,0.0,0.4014718532562256,0.0
OR4366211743120060815,,SOUR DOUGH,Wildfire,14964,MTBS,Initial,2081,43.662,-117.431,2006-08-15,504203020060805,504203020060821,,2,-9999,-970,-150,50,275,9999,,OR,43.662,-117.431,-0.9628771543502808,0.4892327785491943,0.0,0.0,0.4892327785491943,0.0,0.4892327785491943,1.3551403284072876,0.0,1.844373106956482,0.0,1.2533842325210571,2.345226287841797,0.0,3.598610520362854,0.0,3.3820759057998657,2.345226287841797,0.0,5.727302193641663,0.0,0.0,0.0,0.0,0.0,1,0,0,3.234885156154633,1.3090127408504486,0.0,3.2348851561546326,1.3090127408504486,0.0,1.5391126871109009,0.40814071893692017,0.0,0.48923277854919434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4359811735420060816,,OXBOW BASIN,Wildfire,14965,MTBS,Initial,1507,43.598,-117.354,2006-08-16,504203020060501,504203020060906,,71,-9999,-970,-150,120,375,9999,,OR,43.598,-117.354,-0.9628771543502808,0.4612557888031006,0.1849883794784546,0.0,0.6462441682815552,0.0,0.8946748971939087,2.082183361053467,0.0,2.9768582582473755,0.0,1.891045093536377,3.2637622356414795,0.0,5.154807329177856,0.0,3.237507700920105,3.414906859397888,0.2613860927072658,6.652414560317993,1.0,0.0,0.0,0.0,0.0,1,1,0,3.576606288552284,1.2093657571822405,0.1887368122161036,3.5766062885522842,1.2093657571822405,0.18873681221610367,1.9198761582374573,0.6849883794784546,0.0,0.4612557888031006,0.1849883794784546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4337611779920060821,,STAR MOUNTAIN,Wildfire,14966,MTBS,Initial,45243,43.376,-117.799,2006-08-21,504203020060821,504203020060906,,-19,-9999,-970,-150,30,160,260,,OR,43.376,-117.799,-0.7511463165283203,0.4041711091995239,1.3238298892974854,0.0,1.7280009984970093,0.0,0.7855806350708008,2.343470811843872,0.0,3.129051446914673,0.0,2.25278377532959,2.343470811843872,0.0,4.596254587173462,0.0,3.1595438718795776,2.522833824157715,0.283295796100969,5.6823776960372925,1.0,0.0,0.0,0.0,0.0,1,1,0,3.3275019824504852,3.827766757458448,1.4513442459761468,3.3275019824504852,3.8277667574584484,1.4513442459761468,1.6670804619789124,2.3238298892974854,0.7506015674753587,0.4041711091995239,1.3238298892974854,0.0,0.0,0.8010690212249756,0.0,0.0,0.3010690212249756,0.0
OR4411411710520060821,,MOORES HOLLOW,Wildfire,14968,MTBS,Initial,3243,44.114,-117.105,2006-08-21,504202920050919,504202920060922,,-1,-9999,-970,-150,50,325,9999,,OR,44.114,-117.105,-1.019136905670166,0.2456053495407104,0.0,0.0,0.2456053495407104,0.0,0.6329002380371094,0.7933175563812256,0.0,1.426217794418335,0.0,2.5975862741470337,0.9356513023376464,0.0,3.53323757648468,0.0,2.840816378593445,2.258519172668457,0.0,5.099335551261902,0.0,0.019136905670166,0.0685574679101316,0.0,0.0116725247353315,1,0,0,2.903808355331421,3.524483382701874,0.7983808061180725,2.903808355331421,3.524483382701874,0.7983808061180725,1.403808355331421,1.5244833827018738,0.2734516490559138,0.24560534954071045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4422511710020060822,,BRIDGE GULCH,Wildfire,14969,MTBS,Initial,1727,44.225,-117.1,2006-08-22,504202920050919,504202920060922,,-3,-9999,-970,-150,30,360,9999,dNBR and 1m img used to define boundary.,OR,44.225,-117.1,-1.019136905670166,0.3239287137985229,0.0,0.0,0.3239287137985229,0.0,1.2080498933792114,0.499248743057251,0.0,1.7072986364364624,0.0,2.71427583694458,0.5856412649154663,0.0,3.2999171018600464,0.0,3.159826874732971,2.3171740770339966,0.0,5.477000951766968,0.0,0.019136905670166,0.0787336855470423,0.0,0.0116725247353315,1,0,0,2.967266380786896,2.944155991077423,0.6666967908090983,2.9672663807868958,2.944155991077423,0.6666967908090983,1.4672663807868958,0.9441559910774231,0.03934023376485908,0.32392871379852295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4469411755620060905,,IRON MOUNTAIN,Wildfire,14970,MTBS,Initial,4625,44.694,-117.556,2006-09-05,504302920060828,504302920060913,,1,-9999,-970,-150,75,290,9999,,OR,44.694,-117.556,-1.1949212551116943,1.214451551437378,0.0,0.0,1.214451551437378,0.0,2.034345269203186,0.8306550979614258,0.0,2.865000367164612,0.0,2.034345269203186,4.555341482162476,0.0,6.589686751365662,0.0,2.8983590602874756,4.555341482162476,0.0,7.453700542449951,0.0,0.1949212551116943,0.4865412836322506,0.0,0.0,1,0,0,6.172586143016815,0.9196459650993348,0.4112857222200429,6.172586143016815,0.9196459650993347,0.41128572222004295,3.1069124937057495,0.4196459650993347,0.0,1.214451551437378,0.0,0.0,0.282504677772522,0.0,0.0,0.0,0.0,0.0
OR4451511727420060906,,LOOKOUT MOUNTAIN,Wildfire,14971,MTBS,Initial,2209,44.515,-117.274,2006-09-06,504202920050919,504202920060922,,50,-9999,-970,-150,180,307,500,,OR,44.515,-117.274,-1.2242915630340576,1.04737651348114,0.0,0.0,1.04737651348114,0.0,1.5389180183410645,0.8982349634170532,0.0,2.4371529817581177,0.0,1.5389180183410645,4.955482006072998,0.0,6.4944000244140625,0.0,1.8041785955429075,4.955482006072998,0.0,6.759660601615906,0.0,0.2242915630340576,0.4846831081168876,0.0,0.0,1,0,0,6.377407684922218,0.4463174641132355,0.3079966831558519,6.377407684922218,0.4463174641132355,0.3079966831558519,3.1648640036582947,0.0,0.0,1.0473765134811401,0.0,0.0,0.042020320892333984,0.0,0.0,0.0,0.0,0.0
OR4262611763020060903,,JACKIES BUTTE,Wildfire,14972,MTBS,Initial,14908,42.626,-117.63,2006-09-03,504203020051021,504203020061008,,52,-9999,-970,-150,115,250,9999,Used post_refl to determ. burn boundary. Sep. lighter burn to W not incl. w this,OR,42.626,-117.63,-0.8028646111488342,1.5014792680740356,0.0,0.0,1.5014792680740356,0.0,2.161441683769226,0.065887451171875,0.0,2.227329134941101,0.0,2.161441683769226,4.63528573513031,0.0,6.796727418899536,0.0,2.864953637123108,4.63528573513031,0.0,7.500239372253418,0.0,0.0,0.0,0.0,0.0,1,0,0,7.583796799182892,0.0091126300394535,0.1085027018661092,7.583796799182892,0.009112630039453506,0.10850270186610927,4.083796799182892,0.0,0.0,1.5014792680740356,0.0,0.0,0.07573211193084717,0.0,0.0,0.0,0.0,0.0
OR4244611772420060628,,JERRY WELLS,Wildfire,14973,MTBS,Extended,13888,42.446,-117.724,2006-06-28,504203120050717,504203120070621,504203120060720.0,45,-9999,-970,-150,50,100,145,,OR,42.446,-117.724,0.2028386294841766,0.3385535478591919,0.3491431474685669,0.0,0.6876966953277588,0.0,0.4115341901779175,0.8730158805847168,0.195531502720362,1.2845500707626345,1.0,0.7961872816085815,1.6520487070083618,0.195531502720362,2.4482359886169434,1.0,3.654776215553284,2.4797942638397217,1.2106943287483998,6.134570479393005,3.0,0.0,0.0,0.0,0.0,1,1,0,2.7200485579669476,2.9873333275318146,1.063394319157176,2.7200485579669476,2.9873333275318146,1.063394319157176,1.161624550819397,1.1939412355422974,0.5377096428829343,0.3385535478591919,0.3491431474685669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4380411801020060627,,STEMLER RIDGE,Wildfire,14974,MTBS,Initial,2218,43.804,-118.01,2006-06-27,504303020050724,504303020060711,,27,-9999,-970,-150,55,180,325,Some areas of baren ground within this fire. Shrub and grassland mix.,OR,43.804,-118.01,-0.1241883262991905,1.4428091049194336,0.4650568962097168,0.0,1.9078660011291504,0.0,1.6457537412643433,1.6641147136688232,0.0,3.3098684549331665,0.0,1.649739384651184,2.284327745437622,0.0,3.934067130088806,0.0,5.385108947753906,2.284327745437622,0.0,7.669436693191528,0.0,0.0,0.0,0.0,0.0,1,1,0,3.8128812219947577,1.4650568962097168,0.0,3.8128812219947577,1.4650568962097168,0.0,2.4428091049194336,0.9650568962097168,0.0,1.4428091049194336,0.4650568962097168,0.0,0.5055112838745117,0.0,0.0,0.005511283874511719,0.0,0.0
WA4642011891720060807,,ELM ROAD,Wildfire,15009,MTBS,Initial,2454,46.42,-118.917,2006-08-07,504402820060718,504402820060819,,-14,-9999,-970,-150,60,235,9999,,WA,46.42,-118.917,-0.7485470771789551,0.1819761991500854,1.0225143432617188,0.0,1.2044905424118042,0.0,0.6523681879043579,1.0225143432617188,0.0,1.6748825311660769,0.0,2.1777920722961426,1.0225143432617188,0.0,3.2003064155578613,0.0,6.68131697177887,2.053539752960205,0.5331566361234423,8.734856724739075,1.0,0.0,0.0,0.0,0.0,1,1,0,2.174598515033722,2.9510754365473986,0.5755947291456193,2.174598515033722,2.9510754365473986,0.5755947291456193,1.174598515033722,1.6448069214820862,0.0,0.18197619915008545,1.0225143432617188,0.0,0.0,0.5225143432617188,0.0,0.0,0.02251434326171875,0.0
WA4650212038920060807,,KONNOWAC PASS,Wildfire,15010,MTBS,Initial,2184,46.502,-120.389,2006-08-07,504502820060725,504502820060810,,-14,-9999,-970,-150,50,250,9999,,WA,46.502,-120.389,-1.0594061613082886,0.0,0.1698518991470337,0.0,0.1698518991470337,0.0,0.2594286203384399,0.1839919090270996,0.0,0.4434205293655395,0.0,0.8088548183441162,0.7152259349822998,0.0,1.524080753326416,0.0,2.812175989151001,1.525576949119568,0.0,4.337752938270569,0.0,0.0594061613082885,0.0,0.100450233047255,0.0,0,1,0,1.5391219854354858,3.8420825451612473,0.4159567907316409,1.5391219854354858,3.8420825451612473,0.4159567907316409,0.5391219854354858,1.6254106163978577,0.0,0.0,0.1698518991470337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WA4730811788820060912,,WILLIAMS LAKE RD,Wildfire,15011,MTBS,Initial,1984,47.308,-117.888,2006-09-12,504302720060828,504302720060929,,15,-9999,-970,-150,90,350,9999,,WA,47.308,-117.888,-1.7095266580581665,0.0,0.0,0.0,0.0,0.0,0.0,0.3864998817443847,0.0,0.3864998817443847,0.0,1.3171179294586182,0.3864998817443847,0.0,1.703617811203003,0.0,1.3171179294586182,0.3864998817443847,0.0,1.703617811203003,0.0,0.7095266580581665,0.0,0.0,0.0,0,0,0,1.525739312171936,1.428619548678398,0.3892436619020918,1.525739312171936,1.4286195486783981,0.3892436619020918,0.525739312171936,0.08015275001525879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WA4806811948120060930,,HIGHLAND ROAD,Wildfire,15012,MTBS,Initial,5717,48.068,-119.481,2006-09-30,504502720060927,704502620061021,,-47,-9999,-970,-150,20,360,9999,dNBR and NAIP 1-m used to delineate.  Landsat 7 band errors interferring.,WA,48.068,-119.481,-1.5491948127746582,0.2210397720336914,0.8897919654846191,0.2317178723234084,1.1108317375183103,1.0,0.2499715089797973,0.9400458335876464,0.2317178723234084,1.1900173425674438,1.0,0.3764673471450805,1.020959496498108,0.3328872432262761,1.3974268436431885,2.0,0.3764673471450805,1.8739010095596311,0.3328872432262761,2.250368356704712,2.0,0.5491948127746582,0.3484162685894507,0.6990487335606299,0.0,1,1,1,2.479956656694412,3.889791965484619,2.72822379512207,2.4799566566944122,3.889791965484619,2.7282237951220694,0.7882521152496338,2.389791965484619,0.9793867528002214,0.2210397720336914,0.8897919654846191,0.23171787232340849,0.0,0.0,0.0,0.0,0.0,0.0
CA3505011989520061011,,CUYAMA,Wildfire,15027,MTBS,Initial,1050,35.05,-119.895,2006-10-11,504203620050530,504203620061024,,29,-9999,-970,-150,70,270,9999,,CA,35.05,-119.895,0.1171983629465103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212845802307129,0.0,0.0,1.212845802307129,0.0,1.212845802307129,0.9453524351119996,0.0,2.1581982374191284,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.868746258318424,0.0,0.0,1.8687462583184242,0.0,0.0,0.39825868606567383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3430811755220060505,,FIRST BURN UNIT,Prescribed Fire,15028,MTBS,Extended,1162,34.308,-117.552,2006-05-05,504003620050703,504003620070709,504003620060706.0,78,-9999,-970,-150,200,315,500,,CA,34.308,-117.552,1.4099037647247314,0.0,0.0,0.0,0.0,0.0,0.4019330739974975,0.0,0.0,0.4019330739974975,0.0,0.4019330739974975,0.0,0.0,0.4019330739974975,0.0,2.8277738094329834,0.0,0.0,2.8277738094329834,0.0,0.0,0.0,0.0,0.1100349128246307,0,0,0,1.396846890449524,0.0,0.0,1.396846890449524,0.0,0.0,0.3968468904495239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3615912025120061025,,PHELPS,Wildfire,15030,MTBS,Initial,1661,36.159,-120.251,2006-10-25,504203520051122,504203520061109,,72,-9999,-970,-150,170,9999,9999,,CA,36.159,-120.251,0.2126241326332092,0.832079291343689,0.0,0.0,0.832079291343689,0.0,0.832079291343689,0.0,0.0,0.832079291343689,0.0,0.832079291343689,1.6555460691452026,0.0,2.4876253604888916,0.0,0.832079291343689,2.4214184284210205,0.0,3.2534977197647095,0.0,0.0,0.0,0.0,0.0,1,0,0,6.435157239437103,1.433642715215683,1.6110615059547175,6.435157239437103,1.433642715215683,1.6110615059547175,3.4351572394371033,0.4886128902435303,0.43610467390703384,0.832079291343689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA4141412317720060723,,UNCLES COMPLEX,Wildfire,15031,MTBS,Extended,3794,41.414,-123.177,2006-07-23,504603120050713,504603120070703,,4,-9999,-970,-150,130,326,570,,CA,41.414,-123.177,-0.2836105227470398,0.9250491857528688,0.5338602066040039,0.0,1.4589093923568726,0.0,0.9250491857528688,0.608974814414978,0.0,1.534024000167847,0.0,0.9250491857528688,0.608974814414978,0.0,1.534024000167847,0.0,0.9250491857528688,0.608974814414978,0.0,1.534024000167847,0.0,0.0,0.0,0.0,0.0,1,1,0,6.2898218631744385,3.232642412185669,1.935708943252696,6.2898218631744385,3.232642412185669,1.9357089432526962,3.2898218631744385,1.732642412185669,0.7568927755609383,0.9250491857528687,0.5338602066040039,0.0,0.2247706651687622,0.0,0.0,0.0,0.0,0.0
CA4164312170920061029,,HILL 23 UB 05,Prescribed Fire,15032,MTBS,Extended,2302,41.643,-121.709,2006-10-29,504503120050706,504503120070626,,26,-9999,-970,-150,60,230,9999,,CA,41.643,-121.709,-1.15003502368927,0.9189506769180298,0.0,0.0,0.9189506769180298,0.0,0.9189506769180298,1.4032139778137207,0.0,2.3221646547317505,0.0,0.9189506769180298,3.528514862060547,0.0,4.447465538978577,0.0,0.9189506769180298,6.775513172149658,0.0,7.694463849067688,0.0,0.15003502368927,0.3713149425766048,0.0,0.0,1,0,0,2.733129143714905,0.6152221821248531,0.6221831634861359,2.733129143714905,0.6152221821248531,0.6221831634861359,1.4189506769180298,0.0,0.0,0.9189506769180298,0.0,0.0,0.4189506769180298,0.0,0.0,0.0,0.0,0.0
CA3575711999720060604,,DEVIL,Wildfire,15033,MTBS,Initial,1135,35.757,-119.997,2006-06-04,504203520050802,504203520060805,,25,-9999,-970,-150,105,350,9999,,CA,35.757,-119.997,1.2041887044906616,0.4290087223052978,0.0,0.0,0.4290087223052978,0.0,0.4951801300048828,1.0386793613433838,0.0,1.5338594913482666,0.0,1.6945163011550903,1.0386793613433838,0.0,2.733195662498474,0.0,1.89106547832489,1.0386793613433838,0.0,2.929744839668274,0.0,0.0,0.0,0.0,0.0,1,0,0,5.207867681980133,0.6546021699905396,0.0,5.207867681980133,0.6546021699905396,0.0,2.502987027168274,0.15460216999053955,0.0,0.42900872230529785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3341011845320060722,,EMPIRE,Wildfire,15034,MTBS,Initial,1072,33.41,-118.453,2006-07-22,504103720050811,504103720060814,,95,-9999,-970,-150,200,342,550,,CA,33.41,-118.453,-1.0242561101913452,0.0,1.2524738311767578,0.0,1.2524738311767578,0.0,6.788448095321655,1.2524738311767578,0.0,8.040921926498413,0.0,14.142054557800291,1.2524738311767578,0.0,15.39452838897705,0.0,18.566791772842407,1.2524738311767578,0.0,19.819265604019165,0.0,0.0242561101913452,0.0,0.1742990053350843,0.6559506058692932,0,1,0,0.4877839982509613,3.252473831176758,0.0,0.4877839982509613,3.252473831176758,0.0,0.0,2.252473831176758,0.0,0.0,1.2524738311767578,0.0,0.0,0.3817110061645508,0.0,0.0,0.0,0.0
CA4037112070120060718,,CREEK,Wildfire,15035,MTBS,Extended,1685,40.371,-120.701,2006-07-18,504403220050715,504403220070705,,43,-9999,-970,-150,125,265,460,,CA,40.371,-120.701,-0.7431987524032593,1.2690850496292114,0.0,0.0,1.2690850496292114,0.0,2.85469651222229,1.490984320640564,0.7588034635607132,4.345680832862854,2.0,2.85469651222229,1.490984320640564,0.7588034635607132,4.345680832862854,2.0,2.85469651222229,1.8393396139144895,0.7588034635607132,4.69403612613678,2.0,0.0,0.0,0.0,0.0,1,0,0,6.945795565843582,0.1360544860363006,0.3644210120686593,6.945795565843582,0.13605448603630066,0.36442101206865934,3.5958876609802246,0.0,0.0,1.2690850496292114,0.0,0.0,0.5827209949493408,0.0,0.0,0.08272099494934082,0.0,0.0
CA3875412190520060922,,ZAM ASSIST,Wildfire,15036,MTBS,Initial,14404,38.754,-121.905,2006-09-22,504403320051003,504403320061006,,-41,-9999,-970,-500,80,9999,9999,,CA,38.754,-121.905,0.4093239605426788,0.1401206254959106,4.616375923156738,0.4660782722775804,4.756496548652649,1.0,0.1401206254959106,4.616375923156738,0.4660782722775804,4.756496548652649,1.0,0.1401206254959106,4.9704965353012085,0.4660782722775804,5.110617160797119,1.0,1.1636875867843628,5.302690744400024,0.4660782722775804,6.466378331184387,1.0,0.0,0.0,0.0,0.0,1,1,1,4.584153234958649,6.616375923156738,3.5891908066579257,4.584153234958649,6.616375923156738,3.5891908066579257,1.9410295486450195,5.616375923156738,2.2988612918241156,0.14012062549591064,4.616375923156738,0.4660782722775804,0.0,3.6163759231567383,0.0,0.0,2.6163759231567383,0.0
CA3499012015320060109,,COLSON,Prescribed Fire,15037,MTBS,Extended,1573,34.99,-120.153,2006-01-09,504203620050903,504203620060821,504203620060109.0,-14,-9999,-970,-150,100,183,325,Using 1/9/2006 image as a perimeter scene,CA,34.99,-120.153,0.6661331057548523,0.0,0.0,0.0,0.0,0.0,0.0,0.2036930322647094,0.0,0.2036930322647094,0.0,0.4049619436264038,0.2036930322647094,0.0,0.6086549758911133,0.0,0.8650368452072144,0.5165005922317505,0.0,1.3815374374389648,0.0,0.0,0.0,0.0,0.0,0,0,0,0.8964997231960297,2.33350969851017,0.613364039832439,0.8964997231960297,2.33350969851017,0.613364039832439,0.08493632078170776,0.2388196587562561,0.11027518522928197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3398111702120060916,,ORCHARD,Wildfire,15038,MTBS,Initial,1609,33.981,-117.021,2006-09-16,504003620050921,504003620060924,,19,-9999,-970,-150,300,352,500,,CA,33.981,-117.021,0.0619480945169925,0.4918853044509887,0.594855785369873,0.0,1.0867410898208618,0.0,0.869001030921936,0.7062201499938965,0.0,1.5752211809158323,0.0,0.869001030921936,0.7062201499938965,0.0,1.5752211809158323,0.0,0.869001030921936,1.4426517486572266,0.0,2.3116527795791626,0.0,0.0,0.0,0.0,0.7839463949203491,1,1,0,3.119784116744995,4.188827246427536,1.0236489256814842,3.119784116744995,4.188827246427536,1.0236489256814842,1.6197841167449951,1.9703999757766724,0.4727192539140816,0.49188530445098877,0.594855785369873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3395211691920060917,,RANCH,Wildfire,15039,MTBS,Initial,2074,33.952,-116.919,2006-09-17,504003620050921,504003620060924,,26,-9999,-970,-150,200,368,600,,CA,33.952,-116.919,0.1485863626003265,0.4918853044509887,0.7062201499938965,0.0,1.1981054544448853,0.0,0.869001030921936,0.7062201499938965,0.0,1.5752211809158323,0.0,0.869001030921936,0.7062201499938965,0.0,1.5752211809158323,0.0,0.869001030921936,1.4426517486572266,0.0,2.3116527795791626,0.0,0.0,0.0,0.0,0.647317111492157,1,1,0,3.119784116744995,5.081764340400696,1.0236489256814842,3.119784116744995,5.081764340400696,1.0236489256814842,1.6197841167449951,2.581764340400696,0.4727192539140816,0.49188530445098877,0.7062201499938965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3733112113520060526,,STUHR,Wildfire,15040,MTBS,Initial,1546,37.331,-121.135,2006-05-26,504303420050622,504303420060609,,-37,-9999,-970,-150,110,9999,9999,,CA,37.331,-121.135,1.7903640270233154,0.0,0.3994227647781372,0.0,0.3994227647781372,0.0,0.1428713798522949,0.3994227647781372,0.0,0.5422941446304321,0.0,0.1428713798522949,0.3994227647781372,0.0,0.5422941446304321,0.0,4.603324294090271,1.4507524967193604,0.0,6.054076790809631,0.0,0.0,0.0,0.0,0.0,0,1,0,1.1991150975227356,2.3887336552143097,0.5671387849764846,1.1991150975227356,2.3887336552143097,0.5671387849764846,0.24603551626205444,0.957592785358429,0.0,0.0,0.3994227647781372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3767712151320060711,,MIDWAY,Wildfire,15041,MTBS,Initial,6243,37.681,-121.531,2006-07-11,504403420050715,504403420060718,,-54,36,-970,-150,63,9999,9999,No high severity identified.,CA,37.681,-121.531,-0.476126492023468,0.7774049043655396,1.1447570323944092,0.0,1.9221619367599487,0.0,14.10155999660492,1.1447570323944092,0.0,15.246317028999329,0.0,17.235815048217773,3.2917280197143555,0.7518087920373537,20.52754306793213,1.0,17.235815048217773,7.617165923118591,0.7518087920373537,24.852980971336365,1.0,0.0,0.0,0.0,0.0,1,1,0,2.8635487258434296,3.144757032394409,0.0,2.8635487258434296,3.144757032394409,0.0,1.6694220900535583,2.144757032394409,0.0,0.7774049043655396,1.1447570323944092,0.0,0.27740490436553955,0.2330547571182251,0.0,0.0,0.0,0.0
CA4148712239720060726,,HOY,Wildfire,15042,MTBS,Initial,1376,41.487,-122.397,2006-07-26,504503120050823,504503120061029,,-8,-9999,-970,-150,120,312,550,,CA,41.487,-122.397,-0.6768175363540649,0.3841884136199951,0.0,0.0,0.3841884136199951,0.0,0.3841884136199951,0.0,0.0,0.3841884136199951,0.0,0.3841884136199951,0.0,0.0,0.3841884136199951,0.0,0.3841884136199951,0.0,0.0,0.3841884136199951,0.0,0.0,0.0,0.0,0.0,1,0,0,2.341783434152603,2.570403009653091,0.0,2.341783434152603,2.5704030096530914,0.0,1.0972688794136047,0.5921268463134766,0.0,0.3841884136199951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3705711928720061201,,SOS 06,Prescribed Fire,15043,MTBS,Extended,2462,37.057,-119.287,2006-12-01,504203420060821,504203420070808,,9,-9999,-970,-150,80,292,540,Hard to delineate fire perimeter,CA,37.057,-119.287,-0.2620389461517334,1.802295207977295,0.0,0.0,1.802295207977295,0.0,3.4371867179870605,0.7727210521697998,0.4435273660004117,4.20990777015686,1.0,3.4371867179870605,2.454706907272339,0.4435273660004117,5.891893625259399,1.0,4.821327567100525,4.279536604881287,0.4435273660004117,9.100864171981812,1.0,0.0,0.0,0.0,0.0,1,0,0,7.514193952083588,0.6587978005409241,1.0033312059589232,7.514193952083588,0.6587978005409241,1.0033312059589232,4.514193952083588,0.15879780054092407,0.40404391272343637,1.802295207977295,0.0,0.0,0.23288166522979736,0.0,0.0,0.0,0.0,0.0
CA3734811949920060901,,BL MAST WUI06,Prescribed Fire,15044,MTBS,Extended,2366,37.348,-119.499,2006-09-01,504203420040714,504203420070707,,19,-9999,-970,-150,70,288,540,Hard to delineate fire perimeter,CA,37.348,-119.499,-0.4159140884876251,0.1969689130783081,0.6393688917160034,0.0478456072178374,0.8363378047943115,1.0,0.215253472328186,2.642342686653137,0.0478456072178374,2.8575961589813232,1.0,0.3520656824111938,5.870682001113892,0.5439623839338367,6.2227476835250854,2.0,0.4564746618270874,8.933581233024597,0.5439623839338367,9.390055894851685,2.0,0.0,0.0,0.0,0.0,1,1,1,5.886554479598999,3.432837426662445,3.298671897091657,5.886554479598999,3.432837426662445,3.298671897091657,2.386554479598999,1.6434993743896484,1.2254455278970529,0.1969689130783081,0.6393688917160034,0.04784560721783743,0.0,0.12213480472564697,0.0,0.0,0.0,0.0
